303.52,515.91,0.00011087,0
306.53,515.91,0.00011087,0
309.53,515.91,0.0001,0
312.53,515.91,0.0001,0
315.54,515.91,0.0001,0
318.54,515.91,0.0001,0
321.54,515.91,0.0001,0
324.55,515.91,0.0001,0
327.55,515.91,0.0001,0
330.55,515.91,0.0001,0
333.56,515.91,0.0001,0
336.56,515.91,0.0001,0
339.56,515.91,0.0001,0
342.57,515.91,0.0001,0
345.57,515.91,0.0001,0
348.57,515.91,0.0001,0
351.58,515.91,0.0001,0
354.58,515.91,0.0001,0
357.58,515.91,0.0001,0
360.59,515.91,0.0001,0
363.59,515.91,0.0001,0
366.59,515.91,0.0001,0
369.59,515.91,0.0001,0
372.6,515.91,0.0001,0
375.6,515.91,0.0001,0
378.6,515.91,0.0001,0
381.61,515.91,0.0001,0
384.61,515.91,0.0001,0
387.61,515.91,0.0001,0
390.62,515.91,0.0001,0
393.62,515.91,0.0001,0
396.62,515.91,0.0001,0
399.63,515.91,0.0001,0
402.63,515.91,0.0001,0
405.63,515.91,0.0001,0
408.64,515.91,0.0001,0
411.64,515.91,0.0001,0
414.64,515.91,0.0001,0
417.65,515.91,0.0001,0
420.65,515.91,0.0001,0
423.65,515.91,0.0001,0
426.66,515.91,0.0001,0
429.66,515.91,0.0001,0
432.66,515.91,0.0001,0
435.67,515.91,0.0001,0
438.67,515.91,0.0001,0
441.67,515.91,0.0001,0
444.68,515.91,0.0001,0
447.68,515.91,0.0001,0
450.68,515.91,0.0001,0
453.68,515.91,0.0001,0
456.69,515.91,0.0001,0
459.69,515.91,0.0001,0
462.69,515.91,0.0001,0
465.7,515.91,0.0001,0
468.7,515.91,0.0001,0
471.7,515.91,0.0001,0
474.71,515.91,0.0001,0
477.71,515.91,0.0001,0
480.71,515.91,0.0001,0
483.72,515.91,0.0001,0
486.72,515.91,0.0001,0
489.72,515.91,0.0001,0
492.73,515.91,0.0001,0
495.73,515.91,0.0001,0
498.73,515.91,0.0001,0
501.74,515.91,0.0001,0
504.74,515.91,0.0001,0
507.74,515.91,0.0001,0
510.75,515.91,0.0001,0
513.75,515.91,0.0001,0
516.75,515.91,0.0001,0
519.76,515.91,0.0001,0
522.76,515.91,0.0001,0
525.76,515.91,0.0001,0
528.77,515.91,0.0001,0
531.77,515.91,0.0001,0
534.77,515.91,0.0001,0
537.78,515.91,0.0001,0
540.78,515.91,0.0001,0
543.78,515.91,0.0001,0
546.78,515.91,0.0001,0
549.79,515.91,0.0001,0
552.79,515.91,0.0001,0
555.79,515.91,0.0001,0
558.8,515.91,0.0001,0
561.8,515.91,0.0001,0
564.8,515.91,0.0001,0
567.81,515.91,0.0001,0
570.81,515.91,0.0001,0
573.81,515.91,0.0001,0
576.82,515.91,0.0001,0
579.82,515.91,0.0001,0
582.82,515.91,0.0001,0
585.83,515.91,-0.00011087,0
588.83,515.91,0.00011087,0
591.83,515.91,0.0001,0
594.84,515.91,0.0001,0
597.84,515.91,0.0001,0
600.84,515.91,0.0001,0
603.85,515.91,0.0001,0
606.85,515.91,0.0001,0
609.85,515.91,0.0001,0
612.86,515.91,0.0001,0
615.86,515.91,0.0001,0
618.86,515.91,0.0001,0
621.87,515.91,0.0001,0
624.87,515.91,0.0001,0
627.87,515.91,0.0001,0
630.87,515.91,0.0001,0
633.88,515.91,0.0001,0
636.88,515.91,0.0001,0
639.88,515.91,0.0001,0
642.89,515.91,0.0001,0
645.89,515.91,0.0001,0
648.89,515.91,0.0001,0
651.9,515.91,0.0001,0
654.9,515.91,0.0001,0
657.9,515.91,0.0001,0
660.91,515.91,0.0001,0
663.91,515.91,0.0001,0
666.91,515.91,0.0001,0
669.92,515.91,0.0001,0
672.92,515.91,0.0001,0
675.92,515.91,0.0001,0
678.93,515.91,0.0001,0
681.93,515.91,0.0001,0
684.93,515.91,0.0001,0
687.94,515.91,0.0001,0
690.94,515.91,0.0001,0
693.94,515.91,0.0001,0
696.95,515.91,0.0001,0
699.95,515.91,0.0001,0
702.95,515.91,0.0001,0
705.96,515.91,0.0001,0
708.96,515.91,0.0001,0
711.96,515.91,0.0001,0
714.97,515.91,0.0001,0
717.97,515.91,0.0001,0
720.97,515.91,0.0001,0
723.97,515.91,0.0001,0
726.98,515.91,0.0001,0
729.98,515.91,0.0001,0
732.98,515.91,0.0001,0
735.99,515.91,0.0001,0
738.99,515.91,0.0001,0
741.99,515.91,0.0001,0
745,515.91,0.0001,0
748,515.91,0.0001,0
751,515.91,0.0001,0
754.01,515.91,0.0001,0
757.01,515.91,0.0001,0
760.01,515.91,0.0001,0
763.02,515.91,0.0001,0
766.02,515.91,0.0001,0
769.02,515.91,0.0001,0
772.03,515.91,0.0001,0
775.03,515.91,0.0001,0
778.03,515.91,0.0001,0
781.04,515.91,0.0001,0
784.04,515.91,0.0001,0
787.04,515.91,0.0001,0
790.05,515.91,0.0001,0
793.05,515.91,0.0001,0
796.05,515.91,0.0001,0
799.06,515.91,0.0001,0
802.06,515.91,0.0001,0
805.06,515.91,0.0001,0
808.06,515.91,0.0001,0
811.07,515.91,0.0001,0
814.07,515.91,0.0001,0
817.07,515.91,0.0001,0
820.08,515.91,0.0001,0
823.08,515.91,0.0001,0
826.08,515.91,0.0001,0
829.09,515.91,0.0001,0
832.09,515.91,0.0001,0
835.09,515.91,0.0001,0
838.1,515.91,0.0001,0
841.1,515.91,0.0001,0
844.1,515.91,0.0001,0
847.11,515.91,0.0001,0
850.11,515.91,0.0001,0
853.11,515.91,-0.00052608,0
856.12,515.9,-0.012312,-0.038542
859.12,515.79,-0.01802,-0.092621
862.11,515.51,-0.01842,-0.1479
865.08,515.07,-0.018066,-0.20211
868.02,514.46,-0.018351,-0.25719
870.92,513.7,-0.018071,-0.31142
873.78,512.78,-0.018248,-0.36618
876.58,511.7,-0.018211,-0.42083
879.33,510.48,-0.018148,-0.47529
882,509.1,-0.018159,-0.52979
884.59,507.59,-0.018249,-0.58455
887.09,505.93,-0.018203,-0.63918
889.5,504.14,-0.018254,-0.69396
891.81,502.22,-0.018069,-0.74818
894.01,500.17,-0.018291,-0.80307
896.1,498.01,-0.018172,-0.85761
898.06,495.74,-0.018167,-0.91212
899.9,493.37,-0.018154,-0.96661
901.6,490.9,-0.018265,-1.0214
903.17,488.34,-0.018213,-1.0761
904.6,485.69,-0.018179,-1.1306
905.88,482.98,-0.018199,-1.1852
907.01,480.19,-0.018143,-1.2397
907.98,477.35,-0.018214,-1.2944
908.8,474.47,-0.018269,-1.3492
909.46,471.54,-0.018034,-1.4033
909.96,468.58,-0.018362,-1.4584
910.3,465.59,-0.018055,-1.5126
910.47,462.59,-0.018393,-1.5678
910.48,459.59,-0.018028,-1.6219
910.33,456.59,-0.018185,-1.6765
910.01,453.61,-0.018286,-1.7313
909.53,450.64,-0.018187,-1.7859
908.89,447.71,-0.018107,-1.8402
908.09,444.81,-0.018279,-1.8951
907.14,441.97,-0.018243,-1.9498
906.03,439.18,-0.016101,-1.9982
904.78,436.44,-0.0031807,-2.0077
903.51,433.72,0.0002426,-2.007
902.24,431,0.0001,-2.0071
900.97,428.28,0.0001,-2.0073
899.7,425.56,0.0001,-2.007
898.43,422.84,0.0001,-2.0073
897.16,420.11,0.0001,-2.007
895.89,417.39,0.0001,-2.0073
894.63,414.67,0.0001,-2.007
893.36,411.95,0.0001,-2.007
892.09,409.23,-0.00013848,-2.0074
890.82,406.51,0.00013054,-2.007
889.55,403.78,0.0001,-2.0071
888.28,401.06,0.0001,-2.0072
887.01,398.34,0.0001,-2.0072
885.74,395.62,0.0001,-2.0072
884.47,392.9,0.0001,-2.007
883.2,390.17,-0.00011325,-2.0073
881.93,387.45,0.0001,-2.0071
880.66,384.73,0.0001,-2.0069
879.4,382.01,-0.00015694,-2.0074
878.13,379.29,0.00011063,-2.007
876.86,376.56,0.0001,-2.0073
875.59,373.84,0.00011338,-2.007
874.32,371.12,0.0001,-2.0072
873.05,368.4,0.0001,-2.0072
871.78,365.68,0.0001,-2.007
870.51,362.96,-0.00011278,-2.0073
869.24,360.23,0.0001,-2.007
867.97,357.51,0.0001,-2.0071
866.7,354.79,0.0001,-2.0073
865.43,352.07,0.0001,-2.007
864.16,349.35,0.0001,-2.0073
862.89,346.62,0.0001,-2.007
861.63,343.9,0.0001,-2.0072
860.36,341.18,0.0001,-2.007
859.09,338.46,0.0001,-2.007
857.82,335.74,-0.00013766,-2.0074
856.55,333.02,0.00013554,-2.007
855.28,330.29,0.0001,-2.007
854.01,327.57,0.0001,-2.0072
852.74,324.85,0.0001,-2.0071
851.47,322.13,0.0001,-2.0072
850.2,319.41,0.0001,-2.007
848.93,316.68,-0.00011125,-2.0073
847.66,313.96,0.0001,-2.0071
846.39,311.24,0.0001,-2.0069
845.13,308.52,-0.00016765,-2.0074
843.86,305.8,0.00012344,-2.007
842.59,303.08,0.0001,-2.0073
841.32,300.35,0.00011387,-2.007
840.05,297.63,0.0001,-2.0072
838.78,294.91,0.0001,-2.0072
837.51,292.19,0.0001,-2.007
836.24,289.47,-0.00011383,-2.0073
834.97,286.74,0.0001,-2.007
833.7,284.02,0.0001,-2.0071
832.43,281.3,0.0001,-2.0073
831.16,278.58,0.00010364,-2.007
829.9,275.86,-0.0001147,-2.0073
828.63,273.14,0.0001,-2.007
827.36,270.41,0.0001,-2.0072
826.09,267.69,0.0001,-2.0071
824.82,264.97,0.0001,-2.007
823.55,262.25,-0.00013427,-2.0074
822.28,259.53,0.00014542,-2.007
821.01,256.8,-0.00011444,-2.0073
819.74,254.08,0.00010615,-2.007
818.47,251.36,-0.00022701,-2.0077
817.2,248.64,0.0045144,-1.9941
815.97,245.9,0.026707,-1.914
814.96,243.07,0.030299,-1.8232
814.21,240.17,0.030236,-1.7326
813.72,237.2,0.031392,-1.6385
813.52,234.21,0.028818,-1.5522
813.58,231.21,0.030998,-1.4593
813.91,228.22,0.03055,-1.3677
814.52,225.28,0.030228,-1.2771
815.39,222.41,0.030407,-1.186
816.51,219.63,0.03034,-1.0951
817.89,216.96,0.030375,-1.004
819.5,214.43,0.030758,-0.91186
821.34,212.05,0.0182,-0.85724
823.3,209.78,0.00066302,-0.85525
825.27,207.52,0.0001,-0.85512
827.24,205.25,0.0001,-0.85536
829.21,202.98,0.0001,-0.85527
831.18,200.72,0.0001,-0.85503
833.15,198.45,0.0001,-0.85525
835.12,196.18,0.0001,-0.85521
837.09,193.92,0.0001,-0.85524
839.06,191.65,0.0001,-0.85537
841.03,189.38,0.0001,-0.85512
843.01,187.12,0.0001,-0.85527
844.98,184.85,0.0001,-0.85504
846.95,182.58,0.0001,-0.85523
848.92,180.32,0.0001,-0.85522
850.89,178.05,0.0001,-0.85525
852.86,175.78,0.0001,-0.85535
854.83,173.52,0.0001,-0.85513
856.8,171.25,0.0001,-0.85527
858.77,168.98,0.0001,-0.85505
860.74,166.72,0.0001,-0.8552
862.71,164.45,0.0001,-0.85539
864.68,162.18,0.0001,-0.8551
866.65,159.92,0.0001,-0.85534
868.62,157.65,0.0001,-0.85514
870.59,155.38,0.0001,-0.85527
872.56,153.12,-0.00094331,-0.8581
874.52,150.85,-0.016835,-0.90863
876.37,148.48,-0.02548,-0.98504
878.03,145.98,-0.024942,-1.0598
879.5,143.36,-0.025079,-1.135
880.76,140.63,-0.025084,-1.2103
881.82,137.83,-0.024898,-1.2849
882.67,134.94,-0.025212,-1.3606
883.3,132.01,-0.024651,-1.4345
883.71,129.03,-0.024897,-1.5092
883.89,126.04,-0.0091939,-1.5368
883.99,123.03,0.00026428,-1.536
